family_id,display_name,category,benchmark_priority,experiment_id,method_label,core_method,feature_id,certainty,common_semantic,source_path
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea5-kernel,kernel,kernel,20220,0.98,"All sentences relate to Israeli politics, society, military affairs, or the Israeli-Palestinian conflict, appearing to be drawn from news coverage or reports specifically focused on Israel and Palestine",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea5-kernel,kernel,kernel,29736,0.98,"All sentences relate to Iran, Iranian affairs, politics, history, or international relations involving Iran",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea6-imq,idea6-imq,,14237,1.0,"All sentences relate to the Syrian civil war and conflict, covering various aspects including military operations, political developments, international involvement, casualties, and regional impacts of the ongoing conflict that began in 2011",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea6-imq,idea6-imq,,20220,0.95,"All sentences are journalistic reports or news content focused on Israeli-Palestinian conflict, Israeli politics, and Middle Eastern regional affairs, written in neutral news reporting style",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea6-imq_025_d,idea6-imq_025_d,,14237,1.0,"All sentences relate to the Syrian civil war and conflict, featuring Syrian geographic locations, political figures (particularly President Bashar al-Assad), military groups, international involvement, and events directly connected to Syria's ongoing crisis that began in 2011",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea6-imq_025_d,idea6-imq_025_d,,20220,1.0,"All sentences focus on Israeli affairs, politics, society, or the Israeli-Palestinian conflict, covering topics such as Israeli government officials, military operations, domestic politics, security issues, and social matters within or directly related to Israel",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea6-imq_025_d,idea6-imq_025_d,,33899,1.0,"All sentences relate to the Israeli-Palestinian conflict, covering various aspects including territorial disputes, settlement activities, peace negotiations, international law violations, military actions, and diplomatic responses",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea6-imq_4_d,idea6-imq_4_d,,20220,1.0,"All sentences relate to Israel and Israeli affairs, covering various aspects including politics, military operations, society, foreign relations, domestic policies, and the Israeli-Palestinian conflict. The content appears to be journalistic reporting focused on Israeli and Middle Eastern affairs.",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea6-imq_4_d,idea6-imq_4_d,,33899,1.0,"All sentences relate directly to the Israeli-Palestinian conflict, covering various aspects including political negotiations, territorial disputes, settlements, international law, diplomatic relations, peace processes, and related geopolitical issues",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea7-imq-repreg,idea7-imq-repreg,,8790,0.95,"All sentences relate to Israeli politics, society, military affairs, or the Israeli-Palestinian conflict, with explicit references to Israel, Israeli institutions, officials, or citizens in every sentence",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea7-imq-repreg/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea7-imq-repreg,idea7-imq-repreg,,14237,0.98,"All sentences relate to the Syrian civil war, conflict dynamics, and associated political developments, including military operations, key figures like Bashar al-Assad, various factions, international involvement, and humanitarian consequences",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea7-imq-repreg/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea8-dense-imq,idea8-dense-imq,,18172,0.96,"All sentences relate to the Israeli-Palestinian conflict and broader Israeli geopolitical context, including military operations, settlements, domestic Israeli politics, international diplomacy, and security issues in the Middle East",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea8-dense-imq,idea8-dense-imq,,28742,1.0,"All sentences relate to the Syrian civil war and associated regional conflicts, covering military operations, political developments, international involvement, and humanitarian consequences",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea8-dense-imq,idea8-dense-imq,,38815,0.94,"The sentences predominantly focus on Iran-related topics, including Iranian politics, government affairs, US-Iran diplomatic relations, the Iranian nuclear program, and Middle Eastern geopolitics involving Iran",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea9-dense-repreg,idea9-dense-repreg,,18172,0.98,"All sentences relate to Israel and Israeli affairs, covering topics such as the Israeli-Palestinian conflict, Israeli domestic politics, regional security issues, settlement activities, and Israeli society",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
middle_east_geopolitics,Middle East Geopolitics,geography_and_politics,high,idea9-dense-repreg,idea9-dense-repreg,,28742,0.98,"All sentences relate to the Syrian civil war, covering military operations, political actors (particularly Assad's government and opposition groups), international involvement, terrorist organizations, humanitarian impacts, and diplomatic efforts within the context of Syria's ongoing conflict",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,baseline/BatchTopK,batchtopk,batchtopk,62605,1.0,"All sentences relate to Major League Baseball (MLB), covering various aspects including player statistics, team operations, game play, trades, injuries, and league administration",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/BatchTopK/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,baseline/gatedsae,gatedsae,gatedsae,63230,1.0,"All sentences are about professional baseball, containing MLB team names, player names, baseball-specific statistics, gameplay descriptions, trades, and other baseball-related content",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,baseline/jumprelu,jumprelu,jumprelu,59003,1.0,"Professional sports analysis and commentary discussing team strategies, player performance evaluations, roster decisions, and organizational management across NFL, MLB, and NBA",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/jumprelu/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,baseline/main,topk,topk,4947,0.98,"All sentences are about Major League Baseball, containing baseball-specific terminology, team names, player names, statistics, game situations, or MLB organizational content",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/main/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,baseline/relusae,relu,relu,17184,1.0,"All sentences are about professional baseball, covering various aspects including player statistics, team transactions, game outcomes, trades, player performances, and baseball organizational matters",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea1-dense-success,dense,dense,29418,0.98,"All sentences are about professional baseball (MLB), containing baseball-specific terminology, player names, team references, statistics, game situations, or league operations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea10-kernel-repreg,idea10-kernel-repreg,,7595,1.0,"All sentences are about professional baseball, containing team names, player names, baseball-specific terminology, statistics, game situations, and organizational matters written in a sports journalism style",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea10-kernel-repreg/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea11-dense-kernel,idea11-dense-kernel,,5547,1.0,"All sentences are about baseball, specifically professional baseball (MLB), covering various aspects including player transactions, game action, statistics, team management, and league operations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea11-kernel-active,idea11-kernel-active,,5547,1.0,"All sentences are about baseball, containing references to baseball players, teams, statistics, gameplay, positions, or explicitly mentioning baseball terminology and concepts",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-active/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,5547,1.0,"All sentences are about Major League Baseball, covering various aspects including player statistics, game coverage, team management, trades, and baseball-specific terminology and concepts",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea11-kernel-pressure-scan-2e-4,idea11-kernel-pressure-scan-2e-4,,5547,1.0,"All sentences are about professional baseball, containing baseball-specific terminology, references to MLB teams and players, game descriptions, statistics, or league operations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan-2e-4/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea11-kernel-warmup,idea11-kernel-warmup,,5547,1.0,"All sentences relate to professional baseball (Major League Baseball), covering various aspects including game action, player statistics, team transactions, organizational decisions, and baseball journalism reporting",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea3-lejepa,idea3-lejepa,,7595,1.0,"All sentences are about Major League Baseball, covering various aspects including player statistics, team management, game events, contracts, trades, injuries, and baseball operations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea3-lejepa/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea4-leech,idea4-leech,,4947,1.0,"All sentences are about baseball, covering various aspects of Major League Baseball including gameplay, player statistics, team operations, trades, injuries, and strategic analysis written in sports journalism style",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-leech/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea4-lejepa-leech,idea4-lejepa-leech,,7595,1.0,"All sentences are about professional baseball (MLB), containing baseball-specific terminology, player names, team references, statistics, game situations, or organizational matters related to Major League Baseball",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea5-kernel,kernel,kernel,7595,1.0,"All sentences relate to professional baseball, containing baseball-specific terminology, player names, team references, statistics, game situations, and various aspects of baseball operations and gameplay",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea6-imq,idea6-imq,,7595,1.0,"All sentences are about baseball/Major League Baseball, featuring baseball-specific terminology, player names, team names, statistics, game descriptions, and organizational operations written in sports journalism style",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea6-imq_025_d,idea6-imq_025_d,,7595,0.98,"All sentences relate to professional baseball, covering topics such as players, teams, statistics, games, trades, player performance, and various aspects of Major League Baseball operations and gameplay",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea6-imq_4_d,idea6-imq_4_d,,7595,1.0,"All sentences are about professional baseball (MLB), containing references to players, teams, statistics, games, transactions, or other aspects of Major League Baseball",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea7-imq-repreg,idea7-imq-repreg,,7595,1.0,"All sentences are about baseball, containing baseball-specific terminology, team names, player positions, statistics, game situations, and league operations typical of sports journalism and commentary",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea7-imq-repreg/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea8-dense-imq,idea8-dense-imq,,5547,1.0,"All sentences relate to Major League Baseball, including player statistics, team transactions, game descriptions, strategic analysis, and league operations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
mlb_baseball,MLB / Professional Baseball,sports_and_games,high,idea9-dense-repreg,idea9-dense-repreg,,5547,0.98,"All sentences are about baseball, covering various aspects including player performance, team operations, game descriptions, statistics, trades, and organizational decisions within Major League Baseball and its associated leagues",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,baseline/BatchTopK,batchtopk,batchtopk,23103,1.0,"Professional basketball (NBA) content including player statistics, team transactions, game analysis, and league-related discussions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/BatchTopK/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,baseline/gatedsae,gatedsae,gatedsae,7430,1.0,"All sentences relate to professional basketball (NBA), discussing players, teams, statistics, trades, performances, and strategic analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,baseline/jumprelu,jumprelu,jumprelu,59003,1.0,"Professional sports analysis and commentary discussing team strategies, player performance evaluations, roster decisions, and organizational management across NFL, MLB, and NBA",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/jumprelu/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,baseline/main,topk,topk,63950,1.0,"All sentences are about NBA basketball, containing references to professional basketball players, teams, statistics, game analysis, trades, and basketball strategy",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/main/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,baseline/relusae,relu,relu,54915,1.0,"All sentences are about professional basketball, specifically NBA-related content including player statistics, game analysis, team strategies, trades, and performance evaluations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea1-dense-success,dense,dense,56388,0.98,"All sentences contain NBA basketball-related content written in a sports journalism style, featuring player statistics, team information, game analysis, trades, and basketball terminology",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea10-kernel-repreg,idea10-kernel-repreg,,58436,1.0,"NBA (National Basketball Association) basketball content, including player statistics, team analysis, game strategy, roster moves, and professional basketball operations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea10-kernel-repreg/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea11-dense-kernel,idea11-dense-kernel,,62569,1.0,"All sentences discuss NBA (National Basketball Association) basketball topics, including player statistics, team rosters, trades, draft picks, game strategy, and performance analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea11-kernel-active,idea11-kernel-active,,62569,1.0,"All sentences relate to professional basketball, specifically NBA content including player statistics, team analysis, game commentary, trades, drafts, and basketball strategy",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-active/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,8689,1.0,"All sentences relate to college sports, specifically college football and basketball, discussing teams, conferences, games, coaching, rankings, and competitive analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,62569,1.0,"All sentences relate to professional basketball, specifically the NBA, containing references to players, teams, statistics, games, trades, draft picks, or other basketball-related topics and terminology",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea11-kernel-pressure-scan-2e-4,idea11-kernel-pressure-scan-2e-4,,62569,1.0,"All sentences relate to NBA basketball, featuring player statistics, team analysis, game commentary, trades, and professional basketball operations written in sports journalism style",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan-2e-4/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea11-kernel-warmup,idea11-kernel-warmup,,8689,1.0,"All sentences relate to college sports, specifically focusing on college football and basketball programs, including team performance, coaching changes, conference affiliations, recruiting, rankings, bowl games, and athletic administration within the NCAA system",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea11-kernel-warmup,idea11-kernel-warmup,,62569,1.0,"All sentences relate to professional basketball, specifically the NBA, discussing players, teams, statistics, trades, game situations, and basketball strategies",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea3-lejepa,idea3-lejepa,,37968,1.0,"All sentences relate to college athletics, specifically discussing college sports teams, coaches, players, games, conferences, recruiting, and athletic program activities across various sports including football and basketball",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea3-lejepa/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea3-lejepa,idea3-lejepa,,58436,1.0,"All sentences are about NBA basketball, containing team names, player names, statistics, game analysis, trades, or other basketball-specific content written in a sports journalism style",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea3-lejepa/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea4-leech,idea4-leech,,63950,1.0,"All sentences relate to professional basketball, specifically NBA (National Basketball Association) content including player statistics, team performance, trades, game analysis, and basketball strategy",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-leech/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea4-lejepa-leech,idea4-lejepa-leech,,37968,1.0,"All sentences relate to collegiate athletics, specifically covering topics such as recruiting, coaching, team performance, conference competition, NCAA regulations, and various aspects of college sports programs (primarily football and basketball)",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea4-lejepa-leech,idea4-lejepa-leech,,58436,1.0,"All sentences relate to NBA basketball content, including player statistics, team strategies, trades, roster moves, game situations, and performance analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea5-kernel,kernel,kernel,58436,0.98,"All sentences relate to professional basketball, specifically NBA content including player statistics, team operations, game analysis, trades, and league activities",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea6-imq,idea6-imq,,58436,1.0,"All sentences are about NBA basketball, discussing players, teams, statistics, games, strategies, and various aspects of professional basketball",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea6-imq_025_d,idea6-imq_025_d,,58436,1.0,"All sentences are about NBA (National Basketball Association) professional basketball, discussing players, teams, statistics, trades, games, and league-related topics",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea6-imq_4_d,idea6-imq_4_d,,37968,0.98,"College athletics and university sports programs, encompassing football, basketball, and other collegiate sports including recruiting, coaching, conference play, rankings, and athletic administration",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea6-imq_4_d,idea6-imq_4_d,,58436,1.0,"All sentences relate to NBA basketball analysis, including player statistics, team performance, trades, game strategy, and professional basketball operations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea7-imq-repreg,idea7-imq-repreg,,37968,0.98,"All sentences relate to college athletics and sports, covering topics such as team performance, player statistics, coaching records, recruiting, conference competitions, NCAA regulations, and various collegiate sports programs including football, basketball, and other sports",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea7-imq-repreg/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea7-imq-repreg,idea7-imq-repreg,,58436,1.0,"All sentences relate to NBA (National Basketball Association) professional basketball, including player statistics, team transactions, game analysis, draft information, and strategic discussions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea7-imq-repreg/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea8-dense-imq,idea8-dense-imq,,8689,1.0,"All sentences discuss college athletics, specifically focusing on college football and basketball teams, including game results, coaching decisions, player performance, conference competition, rankings, and institutional athletic program analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea8-dense-imq,idea8-dense-imq,,62569,1.0,"All sentences relate to professional basketball, specifically NBA content including player statistics, team analysis, game commentary, trades, draft picks, and strategic discussions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
nba_basketball,NBA / Basketball,sports_and_games,high,idea9-dense-repreg,idea9-dense-repreg,,62569,1.0,"All sentences relate to professional basketball (NBA), containing player names, team references, basketball statistics, game strategies, and NBA-specific terminology and events",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,baseline/BatchTopK,batchtopk,batchtopk,22878,0.98,"All sentences relate to college football, discussing teams, players, coaches, recruiting, games, rankings, and competitive aspects of NCAA Division I football programs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/BatchTopK/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,baseline/BatchTopK,batchtopk,batchtopk,37755,1.0,"All sentences relate to NFL (National Football League) professional football, containing references to teams, players, games, statistics, coaching decisions, or football-related events and analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/BatchTopK/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,baseline/gatedsae,gatedsae,gatedsae,5299,1.0,"All sentences are about professional American football (NFL), containing references to NFL teams, players, games, strategies, statistics, and football-specific terminology and situations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,baseline/jumprelu,jumprelu,jumprelu,59003,1.0,"Professional sports analysis and commentary discussing team strategies, player performance evaluations, roster decisions, and organizational management across NFL, MLB, and NBA",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/jumprelu/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,baseline/relusae,relu,relu,38483,1.0,"All sentences are about NFL (National Football League) American professional football, discussing teams, players, games, statistics, strategies, and league-related topics",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea1-dense-success,dense,dense,14756,1.0,"All sentences are about American college football, discussing teams, games, seasons, coaching, recruiting, rankings, and competitive performance analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea1-dense-success,dense,dense,15862,1.0,"All sentences relate to the National Football League (NFL) and American football, containing team names, player references, game situations, statistics, strategic analysis, and football-specific terminology",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea10-kernel-repreg,idea10-kernel-repreg,,21564,1.0,"All sentences discuss NFL (National Football League) American football, covering topics such as player performances, team strategies, coaching decisions, game outcomes, statistics, and personnel moves within professional football",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea10-kernel-repreg/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea11-dense-kernel,idea11-dense-kernel,,8689,0.98,"All sentences discuss college athletics, primarily focusing on college football programs, teams, coaches, games, recruiting, and related institutional aspects of university sports",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea11-dense-kernel,idea11-dense-kernel,,63665,1.0,"All sentences relate to NFL (National Football League) football, containing team names, player names, football positions, game statistics, strategic analysis, and sport-specific terminology typical of sports journalism and commentary",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea11-kernel-active,idea11-kernel-active,,8689,1.0,"College athletics and sports, primarily college football, including team performance, conference competition, coaching decisions, recruiting, playoff systems, and business aspects of collegiate sports programs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-active/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea11-kernel-active,idea11-kernel-active,,63665,1.0,"All sentences relate to NFL (National Football League) professional American football, containing team names, player positions, football terminology, strategic analysis, or game-related content",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-active/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,8689,1.0,"All sentences relate to college sports, specifically college football and basketball, discussing teams, conferences, games, coaching, rankings, and competitive analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,63665,1.0,"All sentences relate to American football, containing football-specific terminology, player names, team references, game analysis, strategic discussions, and technical football concepts",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
nfl_football,NFL / American Football,sports_and_games,high,idea11-kernel-pressure-scan-2e-4,idea11-kernel-pressure-scan-2e-4,,63665,0.98,"All sentences relate to American football (NFL), discussing teams, players, game strategies, performance analysis, and various aspects of professional football",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan-2e-4/output/l22/output/parsed_responses.yaml
